sms,label
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
",1
"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
",1
"Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
",1
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327
",1
"I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
",0
"PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
",0
"In which place i can get rooms cheap:-)
",0
"Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
",0
"Ok thanx... Take care then...
",0
"In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
",0
"Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
",0
"Good Morning my Dear Shijutta........... Have a great &amp; successful day.
",0
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.
",0
"Watching tv now. I got new job :)
",0
"Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
",0
"Or remind me in a few hrs.
",0
"Great. P diddy is my neighbor and comes for toothpaste every morning
",0
"Good evening! this is roger. How are you?
",0
"U should have made an appointment
",0
"Yes fine 
",0
"We got a divorce. Lol. She.s here
",0
"Well welp is sort of a semiobscure internet thing
",0
"Ok lor...
",0
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622
",1
"Ok.ok ok..then..whats ur todays plan
",0
"Why are u up so early?
",0
"Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
",0
"Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
",0
"Yeah, we can probably swing by once my roommate finishes up with his girl
",0
"Got it..mail panren paru..
",0
"Sos! Any amount i can get pls.
",0
"Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
",1
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up
",0
"Give me a sec to think think about it
",0
"You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
",0
"I said its okay. Sorry
",0
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
",1
"Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
",0
"Hanging out with my brother and his family
",0
"You should change your fb to jaykwon thuglyfe falconerf
",0
"I place all ur points on e cultures module already.
",0
"Mm i had my food da from out
",0
"Daddy will take good care of you :)
",0
"I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
",0
"Its not the same here. Still looking for a job. How much do Ta's earn there.
",0
"Do you work all this week ?
",0
"I'm home.
",0
"Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
",0
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. 
",0
"K, I might come by tonight then if my class lets out early
",0
"Shall i ask one thing if you dont mistake me.
",0
"True dear..i sat to pray evening and felt so.so i sms'd you in some time...
",0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND
",0
"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
",1
"Dun need to use dial up juz open da browser n surf...
",0
"I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
",0
"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
",1
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
",0
"Ok.
",0
"Now, whats your house # again ? And do you have any beer there ?
",0
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?
",0
"Oops. 4 got that bit.
",0
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!
",1
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.
",0
"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""
",0
"Easy ah?sen got selected means its good..
",0
"As in different styles?
",0
"Hahaha..use your brain dear
",0
"Yo, any way we could pick something up tonight?
",0
"I know girls always safe and selfish know i got it pa. Thank you. good night.
",0
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.
",0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",1
"Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
",0
"So when you gonna get rimac access 
",0
"Ü bot notes oredi... Cos i juz rem i got...
",0
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
",0
"Yup... I havent been there before... You want to go for the yoga? I can call up to book 
",0
"Ok i'm coming home now.
",0
"So what did the bank say about the money?
",0
"Sir, waiting for your letter.
",0
"I will treasure every moment we spend together...
",0
"how are you? I miss you!
",0
"Yeah sure I'll leave in a min
",0
"No. Did you multimedia message them or e-mail?
",0
"Dunno lei... I thk mum lazy to go out... I neva ask her yet...
",0
"4 oclock at mine. Just to bash out a flat plan.
",0
"Jay's getting really impatient and belligerent
",0
"What happen dear. Why you silent. I am tensed
",0
"Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
",1
"We're all getting worried over here, derek and taylor have already assumed the worst
",0
"Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
",0
"Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
",1
"K..k:)where are you?how did you performed?
",0
"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
",1
"What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
",0
"either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
",0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0
"How much u trying to get?
",0
"Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
",0
"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
",0
"You have 1 new message. Call 0207-083-6089
",1
"You were supposed to wake ME up &gt;:(
",0
"East coast
",0
":( but your not here....
",0
"here is my new address -apples&pairs&all that malarky
",0
"Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
",1
"Heehee that was so funny tho
",0
"Sorry, I can't help you on this.
",0
"Yes..gauti and sehwag out of odi series.
",0
"That's my honeymoon outfit. :)
",0
"Okay, good, no problem, and thanx!
",0
"Home so we can always chat
",0
"Or I guess  &lt;#&gt;  min
",0
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u 
",0
"Sorry * was at the grocers.
",0
"Every monday..nxt week vl be completing..
",0
"Sir Goodmorning, Once free call me.
",0
"I have many dependents
",0
"I tot u reach liao. He said t-shirt.
",0
"It,,s a taxt massage....tie-pos argh ok! Lool!
",0
"I wont touch you with out your permission.
",0
"Hahaha..use your brain dear
",0
"If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
",0
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.
",0
"Arun can u transfr me d amt
",0
"Lol for real. She told my dad I have cancer
",0
"10 min later k...
",0
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?
",0
"Compliments to you. Was away from the system. How your side.
",0
"U too...
",0
"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
",1
"K..k:)how about your training process?
",0
"Gettin rdy to ship comp
",0
"Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
",0
"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her
",0
"I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
",0
"Dunno he jus say go lido. Same time 930.
",0
"Hai priya are you right. What doctor said pa. Where are you.
",0
"This weekend is fine (an excuse not to do too much decorating)
",0
"Mm have some kanji dont eat anything heavy ok
",0
"Yo, you around? Just got my car back
",0
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)
",0
"Probably not, still going over some stuff here
",0
"Neshanth..tel me who r u?
",0
"Aight, I'll text you when I'm back
",0
"Huh so early.. Then ü having dinner outside izzit?
",0
"If we win its really no 1 side for long time.
",0
"I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
",0
"Why tired what special there you had
",0
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …
",0
"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX""
",0
"Gud mrng dear hav a nice day
",0
"Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
",0
"Oh ho. Is this the first time u use these type of words
",0
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon
",0
"Send me the new number
",0
"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
",1
"Ladies first and genus second k .
",0
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
",1
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""
",0
"I love to give massages. I use lots of baby oil... What is your fave position?
",0
"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
",1
"Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
",0
"I've told you everything will stop. Just dont let her get dehydrated.
",0
"yay! finally lol. i missed our cinema trip last week :-(
",0
"Get me out of this dump heap. My mom decided to come to lowes. BORING.
",0
"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
",1
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.
",1
"Just haven't decided where yet eh ?
",0
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
",0
"I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
",0
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy
",1
"I want to lick your pussy now...
",0
"Win a £1000 cash prize or a prize worth £5000
",1
"You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
",1
"I can't make it tonight
",0
"Printer is cool. I mean groovy. Wine is groovying
",0
"Oh ho. Is this the first time u use these type of words
",0
"What time should I tell my friend to be around?
",0
"No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
",0
"Get ready for  &lt;#&gt;  inches of pleasure...
",0
"Did u download the fring app?
",0
"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
",1
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0
"Yes:)here tv is always available in work place..
",0
"Package all your programs well
",0
"Mm feeling sleepy. today itself i shall get that dear
",0
"Good morning. At the repair shop--the ONLY reason i'm up at this hour.
",0
"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
",1
"Does she usually take fifteen fucking minutes to respond to a yes or no question
",0
"Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
",1
"It's fine, imma get a drink or somethin. Want me to come find you?
",0
"When you came to hostel.
",0
"That sucks. I'll go over so u can do my hair. You'll do it free right?
",0
"Ok...
",0
"IM GONNA MISS U SO MUCH
",0
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.
",0
"Were somewhere on Fredericksburg
",0
"Ya ok, then had dinner?
",0
"Yavnt tried yet and never played original either
",0
"And whenever you and i see we can still hook up too.
",0
"Don't necessarily expect it to be done before you get back though because I'm just now headin out
",0
"Fuck cedar key and fuck her (come over anyway tho)
",0
"Yeah confirmed for you staying at  that weekend
",0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call
",1
"Should i send you naughty pix? :)
",0
"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE
",1
"Dear how you. Are you ok?
",0
"Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
",1
"Ok i msg u b4 i leave my house.
",0
"Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
",0
"Your bill at 3 is £33.65 so thats not bad!
",0
"It could work, we'll reach a consensus at the next meeting
",0
"R ü going 4 today's meeting?
",0
"Sindu got job in birla soft ..
",0
"How would my ip address test that considering my computer isn't a minecraft server
",0
"Ugh. Gotta drive back to sd from la. My butt is sore.
",0
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
",1
"* Am on my way
",0
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly
",0
"Shall i start from hear.
",0
"Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
",0
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8
",0
"Dear how is chechi. Did you talk to her
",0
"Sorry, I'll call later
",0
"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
",0
"K..k.:)congratulation ..
",0
"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
",0
"Yup but not studying surfing lor. I'm in e lazy mode today.
",0
"I anything lor.
",0
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry
",0
"Dai  &lt;#&gt;  naal eruku.
",0
"Pls speak to that customer machan.
",0
"We can go 4 e normal pilates after our intro...  
",0
"Oic... I saw him too but i tot he din c me... I found a group liao...
",0
"Sary just need Tim in the bollox &it hurt him a lot so he tol me!
",0
"I'm putting it on now. It should be ready for  &lt;TIME&gt; 
",0
"R we still meeting 4 dinner tonight?
",0
"Pls she needs to dat slowly or she will vomit more.
",0
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
",0
"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
",1
"Hope you are feeling great. Pls fill me in. Abiola
",0
"Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
",0
"How much would it cost to hire a hitman
",0
"Can you say what happen
",0
"Yes.. now only saw your message..
",0
"I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
",0
"They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
",0
"If you r @ home then come down within 5 min
",0
"Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
",0
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz
",1
"Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
",0
"WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
",1
"Or ill be a little closer like at the bus stop on the same street
",0
"Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
",1
"Exactly. Anyways how far. Is jide her to study or just visiting
",0
"I will be outside office take all from there
",0
"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
",1
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?
",0
"Ya very nice. . .be ready on thursday
",0
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 
",0
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
",1
"I am sorry it hurt you.
",0
"Sure! I am driving but will reach my destination soon.
",0
"Oh yeah clearly it's my fault
",0
"Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
",0
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.
",0
"Gud mrng dear hav a nice day
",0
"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",0
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. 
",0
"Lol, oh you got a friend for the dog ?
",0
"Can you use foreign stamps for whatever you send them off for? 
",0
"Jesus armand really is trying to tell everybody he can find
",0
"No no. I will check all rooms befor activities
",0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.
",0
"""Gimme a few"" was  &lt;#&gt;  minutes ago
",0
"Hi. Hope you had a good day. Have a better night.
",0
"Sorry, I'll call later
",0
"You have 1 new message. Please call 08718738034.
",1
"i thought we were doing a king of the hill thing there.
",0
"When did dad get back.
",0
"Our Prasanth ettans mother passed away last night. Just pray for her and family.
",0
"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*
",0
"I'm reaching home in 5 min.
",0
"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""
",0
"I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
",0
"K..k..i'm also fine:)when will you complete the course?
",0
"Remind me how to get there and I shall do so
",0
"Talk to g and x about that
",0
"Ok then i will come to ur home after half an hour
",0
"ILL B DOWN SOON
",0
"Haha... Sounds crazy, dunno can tahan anot...
",0
"Have you seen who's back at Holby?!
",0
"Yes baby! We can study all the positions of the kama sutra ;)
",0
"Whatsup there. Dont u want to sleep
",0
"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
",0
"As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
",1
"from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
",1
"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
",1
"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
",0
"I know a few people I can hit up and fuck to the yes
",0
"Jus chillaxin, what up
",0
"Wif my family booking tour package.
",0
"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""
",0
"We'll join the  &lt;#&gt;  bus
",0
"Love that holiday Monday feeling even if I have to go to the dentists in an hour
",0
"You said not now. No problem. When you can. Let me know.
",0
"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
",1
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones
",0
"There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
",0
"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
",1
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up
",0
"2/2 146tf150p
",1
"O was not into fps then.
",0
"I am in your office na.
",0
"K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
",0
"Gud mrng dear hav a nice day
",0
"I am taking half day leave bec i am not well
",0
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...
",0
"Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
",0
"Do you like shaking your booty on the dance floor?
",0
"ALRITE
",0
"K go and sleep well. Take rest:-).
",0
"May i call You later Pls
",0
"Are you ok. What happen to behave like this
",0
"Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
",0
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
",1
"Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
",1
"So lets make it saturday or monday as per convenience.
",0
"FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
",1
"Stupid.its not possible
",0
"Missed call alert. These numbers called but left no message. 07008009200
",1
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""
",0
"If he started searching he will get job in few days.he have great potential and talent.
",0
"Ü wait 4 me in sch i finish ard 5..
",0
"Pls call me da. What happen.
",0
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth
",0
"MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
",0
"I always chat with you. In fact i need money can you raise me?
",0
"Cps is causing the outages to conserve energy.
",0
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0
"U repeat e instructions again. Wat's e road name of ur house?
",0
"Yup. Anything lor, if u dun wan it's ok...
",0
".Please charge my mobile when you get up in morning.
",0
"So the sun is anti sleep medicine.
",0
"Haha... Really oh no... How? Then will they deduct your lesson tmr?
",0
"I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
",0
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?
",0
"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
",1
"Did you stitch his trouser
",0
"His bday real is in april .
",0
"Just getting back home
",0
"I know complain num only..bettr directly go to bsnl offc nd apply for it..
",0
"Haha, that was the first person I was gonna ask
",0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",0
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",1
"I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
",0
"Great escape. I fancy the bridge but needs her lager. See you tomo 
",0
"Apo all other are mokka players only
",0
"Yeah that's the impression I got
",0
"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
",1
"Did u find out what time the bus is at coz i need to sort some stuff out.
",0
"You still around? I could use a half-8th
",0
"Its good to hear from you
",0
"Should I head straight there or what
",0
"Why did I wake up on my own &gt;:(
",0
"Awesome, I'll see you in a bit
",0
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... 
",0
"Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
",0
"PICK UR FONE UP NOW U DUMB?
",0
"No management puzzeles.
",0
"So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
",0
"She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
",0
"Whom you waited for yesterday
",0
"Hope you are having a great day.
",0
"Change windows logoff sound..
",0
"Check wid corect speling i.e. Sarcasm
",0
"Cool, I'll text you when I'm on the way
",0
"Ok... I din get ur msg...
",0
"S:-)if we have one good partnership going we will take lead:)
",0
"No, I decided that only people who care about stuff vote and caring about stuff is for losers
",0
"Ha... U jus ate honey ar? So sweet...
",0
"The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
",0
"Oops my phone died and I didn't even know. Yeah I like it better.
",0
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
",1
"Wah... Okie okie... Muz make use of e unlimited... Haha... 
",0
"Yes. Last  practice
",0
"I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
",0
"Somebody set up a website where you can play hold em using eve online spacebucks
",0
"my ex-wife was not able to have kids. Do you want kids one day?
",0
"Noice. Text me when you're here
",0
"Then she dun believe wat?
",0
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..
",0
"Sat right? Okay thanks... 
",0
"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
",0
"Yo dude guess who just got arrested the other day
",0
"Unni thank you dear for the recharge..Rakhesh
",0
"Have you laid your airtel line to rest?
",0
